date,infected
3/1/20,29.2
3/2/20,30.0302301
3/3/20,30.88297049
3/4/20,31.76046799
3/5/20,32.66172439
3/6/20,33.58916577
3/7/20,34.54533267
3/8/20,35.53776882
3/9/20,36.53440756
3/10/20,37.58478191
3/11/20,38.63789915
3/12/20,39.74961776
3/13/20,40.86243325
3/14/20,42.03909434
3/15/20,43.21575543
3/16/20,44.46040465
3/17/20,45.7058054
3/18/20,47.05511835
3/19/20,48.40862089
3/20/20,49.76212344
3/21/20,51.12637143
3/22/20,52.63570353
3/23/20,54.14503564
3/24/20,55.65436774
3/25/20,57.19439833
3/26/20,58.87749334
3/27/20,60.56058836
3/28/20,62.24368337
3/29/20,63.98188215
3/30/20,65.85874443
3/31/20,67.73560671
4/1/20,69.61246899
4/2/20,71.57405249
4/3/20,73.66698876
4/4/20,75.75992503
4/5/20,77.8528613
4/6/20,80.06622293
4/7/20,82.40010343
4/8/20,84.73398394
4/9/20,87.06786444
4/10/20,89.57120246
4/11/20,92.18401698
4/12/20,94.7968315
4/13/20,97.40964602
4/14/20,100.1644006
4/15/20,103.1005922
4/16/20,106.0367837
4/17/20,108.9729753
4/18/20,112.0074087
4/19/20,115.3069978
4/20/20,118.6065868
4/21/20,121.9061758
4/22/20,125.2473181
4/23/20,128.9552732
4/24/20,132.6632282
4/25/20,136.3711833
4/26/20,140.0791383
4/27/20,144.21531
4/28/20,148.3821502
4/29/20,152.5489904
4/30/20,156.7158307
5/1/20,161.2769216
5/2/20,165.9594058
5/3/20,170.64189
5/4/20,175.3243742
5/5/20,180.3521867
5/6/20,185.614089
5/7/20,190.8759913
5/8/20,196.1378936
5/9/20,201.6830353
5/10/20,207.6076351
5/11/20,213.5322349
5/12/20,219.4568347
5/13/20,225.4733856
5/14/20,232.1566902
5/15/20,238.8399948
5/16/20,245.5232994
5/17/20,252.206604
5/18/20,259.5873635
5/19/20,267.1264556
5/20/20,274.6655476
5/21/20,282.2046397
5/22/20,290.2348402
5/23/20,298.7392042
5/24/20,307.2435682
5/25/20,315.7479322
5/26/20,324.4728401
5/27/20,334.0659421
5/28/20,343.6590442
5/29/20,353.2521462
5/30/20,362.8452482
5/31/20,373.5390471
6/1/20,384.3601127
6/2/20,395.1811783
6/3/20,406.0022439
6/4/20,417.6406388
6/5/20,429.8466545
6/6/20,442.0526703
6/7/20,454.258686
6/8/20,466.9082052
6/9/20,480.6761725
6/10/20,494.4441399
6/11/20,508.2121072
6/12/20,521.9800746
6/13/20,537.4703239
6/14/20,552.9997967
6/15/20,568.5292695
6/16/20,584.0587423
6/17/20,600.7974203
6/18/20,618.1275807
6/19/20,635.4577412
6/20/20,652.9953101
6/21/20,672.1368201
6/22/20,691.2783301
6/23/20,710.4198401
6/24/20,730.676473
6/25/20,751.8182544
6/26/20,772.9600359
6/27/20,794.1028479
6/28/20,817.4534248
6/29/20,840.8040017
6/30/20,864.1545786
7/1/20,888.5866956
7/2/20,914.3762093
7/3/20,940.1657229
7/4/20,965.9552366
7/5/20,994.1318317
7/6/20,1022.614267
7/7/20,1051.096702
7/8/20,1080.558534
7/9/20,1112.014162
7/10/20,1143.469791
7/11/20,1174.92542
7/12/20,1208.916368
7/13/20,1243.654431
7/14/20,1278.392494
7/15/20,1313.910973
7/16/20,1352.272627
7/17/20,1390.634281
7/18/20,1428.995935
7/19/20,1469.990929
7/20/20,1512.352485
7/21/20,1554.71404
7/22/20,1597.52297
7/23/20,1644.299449
7/24/20,1691.075929
7/25/20,1737.852409
7/26/20,1787.281087
7/27/20,1838.930128
7/28/20,1890.579169
7/29/20,1942.22821
7/30/20,1998.690313
7/31/20,2055.214359
8/1/20,2112.008742
8/2/20,2173.336637
8/3/20,2234.664533
8/4/20,2296.644926
8/5/20,2363.182107
8/6/20,2429.719287
8/7/20,2497.353604
8/8/20,2569.539201
8/9/20,2641.724798
8/10/20,2715.522338
8/11/20,2793.831893
8/12/20,2872.141448
8/13/20,2952.656427
8/14/20,3037.604815
8/15/20,3122.553203
8/16/20,3210.388566
8/17/20,3302.533128
8/18/20,3394.67769
8/19/20,3490.489212
8/20/20,3590.433107
8/21/20,3690.377003
8/22/20,3794.877693
8/23/20,3903.273488
8/24/20,4011.669283
8/25/20,4125.63412
8/26/20,4243.187631
8/27/20,4360.741141
8/28/20,4485.012155
8/29/20,4612.486554
8/30/20,4739.960953
8/31/20,4875.452667
9/1/20,5013.672864
9/2/20,5151.893061
9/3/20,5299.598309
9/4/20,5449.455611
9/5/20,5599.312913
9/6/20,5760.309047
9/7/20,5922.76611
9/8/20,6085.223173
9/9/20,6260.678665
9/10/20,6436.774749
9/11/20,6613.195764
9/12/20,6804.052286
9/13/20,6994.908808
9/14/20,7187.218509
9/15/20,7394.044905
9/16/20,7600.8713
9/17/20,7810.461045
9/18/20,8034.56093
9/19/20,8258.660814
9/20/20,8487.037112
9/21/20,8729.81474
9/22/20,8972.592367
9/23/20,9220.849247
9/24/20,9482.017389
9/25/20,9743.185532
9/26/20,10019.81347
9/27/20,10298.8489
9/28/20,10586.12451
9/29/20,10884.20907
9/30/20,11182.29363
10/1/20,11500.67932
10/2/20,11819.06717
10/3/20,12149.72569
10/4/20,12489.74688
10/5/20,12832.86801
10/6/20,13195.93207
10/7/20,13558.99614
10/8/20,13939.28044
10/9/20,14326.88009
10/10/20,14721.5528
10/11/20,15135.43015
10/12/20,15549.3075
10/13/20,15985.90375
10/14/20,16427.91901
10/15/20,16880.28533
10/16/20,17352.2464
10/17/20,17824.20747
10/18/20,18324.32506
10/19/20,18828.14074
10/20/20,19346.25381
10/21/20,19883.93716
10/22/20,20421.62052
10/23/20,20993.86688
10/24/20,21567.53831
10/25/20,22160.2674
10/26/20,22772.15744
10/27/20,23385.57776
10/28/20,24038.94351
10/29/20,24692.30926
10/30/20,25366.75742
10/31/20,26065.11966
11/1/20,26763.48189
11/2/20,27504.877
11/3/20,28251.04433
11/4/20,29014.04955
11/5/20,29810.96217
11/6/20,30607.87478
11/7/20,31445.87353
11/8/20,32296.60248
11/9/20,33158.4547
11/10/20,34066.19986
11/11/20,34973.94501
11/12/20,35915.67564
11/13/20,36877.64761
11/14/20,37868.11898
11/15/20,38880.82178
11/16/20,39919.86102
11/17/20,40985.57325
11/18/20,42075.18688
11/19/20,43196.24254
11/20/20,44338.47995
11/21/20,45517.26365
11/22/20,46714.21324
11/23/20,47953.1545
11/24/20,49206.93922
11/25/20,50508.50565
11/26/20,51820.31533
11/27/20,53181.41156
11/28/20,54567.8841
11/29/20,55984.91777
11/30/20,57444.3662
12/1/20,58920.08831
12/2/20,60454.2509
12/3/20,62006.67293
12/4/20,63602.02405
12/5/20,65233.87159
12/6/20,66892.14771
12/7/20,68606.11882
12/8/20,70338.53437
12/9/20,72127.78591
12/10/20,73945.91546
12/11/20,75803.15424
12/12/20,77709.55146
12/13/20,79636.38605
12/14/20,81633.50985
12/15/20,83651.06813
12/16/20,85721.68376
12/17/20,87833.10176
12/18/20,89977.7555
12/19/20,92185.15277
12/20/20,94413.90563
12/21/20,96710.46749
12/22/20,99037.76496
12/23/20,101411.97
12/24/20,103839.4172
12/25/20,106292.2152
12/26/20,108821.1514
12/27/20,111372.5943
12/28/20,113984.8033
12/29/20,116639.0303
12/30/20,119331.7027
12/31/20,122089.2428
1/1/21,124869.5091
1/2/21,127723.6039
1/3/21,130607.2374
1/4/21,133541.828
1/5/21,136528.31
1/6/21,139542.9126
1/7/21,142631.227
1/8/21,145741.6322
1/9/21,148913.6716
1/10/21,152123.6015
1/11/21,155372.4508
1/12/21,158679.4917
1/13/21,162007.562
1/14/21,165404.5387
1/15/21,168825.3806
1/16/21,172292.9519
1/17/21,175802.5187
1/18/21,179337.8635
1/19/21,182931.3848
1/20/21,186542.4188
1/21/21,190203.2346
1/22/21,193890.4574
1/23/21,197608.1354
1/24/21,201364.8839
1/25/21,205136.14
1/26/21,208949.8518
1/27/21,212785.0886
1/28/21,216640.1658
1/29/21,220521.3148
1/30/21,224423.3029
1/31/21,228339.7261
2/1/21,232271.6707
2/2/21,236220.4248
2/3/21,240177.4961
2/4/21,244142.1298
2/5/21,248114.7972
2/6/21,252089.4846
2/7/21,256064.841
2/8/21,260038.3248
2/9/21,264005.4246
2/10/21,267965.6973
2/11/21,271916.9854
2/12/21,275849.3565
2/13/21,279768.2122
2/14/21,283666.7168
2/15/21,287542.9941
2/16/21,291393.0325
2/17/21,295208.8736
2/18/21,298992.1906
2/19/21,302740.0475
2/20/21,306449.4966
2/21/21,310117.5814
2/22/21,313741.3397
2/23/21,317309.9027
2/24/21,320823.1978
2/25/21,324281.6152
2/26/21,327682.2334
2/27/21,331022.0483
2/28/21,334298.7424
3/1/21,337504.65
3/2/21,340628.685
3/3/21,343679.4443
3/4/21,346654.2886
3/5/21,349550.6291
3/6/21,352365.9299
3/7/21,355096.5755
3/8/21,357719.2418
3/9/21,360253.8382
3/10/21,362698.3232
3/11/21,365050.7351
3/12/21,367309.1729
3/13/21,369448.9578
3/14/21,371482.7305
3/15/21,373415.998
3/16/21,375246.2712
3/17/21,376978.0241
3/18/21,378577.1604
3/19/21,380062.3535
3/20/21,381442.8597
3/21/21,382717.874
3/22/21,383876.0783
3/23/21,384894.6286
3/24/21,385805.1126
3/25/21,386607.1732
3/26/21,387300.4989
3/27/21,387852.5476
3/28/21,388284.1724
3/29/21,388606.7405
3/30/21,388820.3892
3/31/21,388915.136
4/1/21,388868.7569
4/2/21,388714.9401
4/3/21,388454.2506
4/4/21,388087.2943
4/5/21,387584.4562
4/6/21,386966.5764
4/7/21,386245.943
4/8/21,385423.5439
4/9/21,384491.5555
4/10/21,383430.3603
4/11/21,382272.3677
4/12/21,381018.8918
4/13/21,379671.2757
4/14/21,378205.179
4/15/21,376639.4695
4/16/21,374986.0376
4/17/21,373246.4791
4/18/21,371415.4602
4/19/21,369477.4156
4/20/21,367460.5542
4/21/21,365366.6539
4/22/21,363197.5068
4/23/21,360935.2788
4/24/21,358595.4927
4/25/21,356188.4847
4/26/21,353716.1513
4/27/21,351175.5389
4/28/21,348555.8872
4/29/21,345879.1962
4/30/21,343147.5
5/1/21,340362.7079
5/2/21,337513.3188
5/3/21,334611.4032
5/4/21,331664.73
5/5/21,328675.2006
5/6/21,325641.3393
5/7/21,322558.2099
5/8/21,319439.5835
5/9/21,316290.0051
5/10/21,313107.9158
5/11/21,309886.8532
5/12/21,306641.7055
5/13/21,303373.7776
5/14/21,300080.9352
5/15/21,296763.4664
5/16/21,293430.0885
5/17/21,290081.9486
5/18/21,286717.0825
5/19/21,283339.9973
5/20/21,279954.8415
5/21/21,276561.6524
5/22/21,273161.1497
5/23/21,269757.9447
5/24/21,266352.6696
5/25/21,262947.097
5/26/21,259543.6914
5/27/21,256143.0688
5/28/21,252747.6099
5/29/21,249360.2733
5/30/21,245979.5412
5/31/21,242608.2127
6/1/21,239251.191
6/2/21,235904.3073
6/3/21,232569.6368
6/4/21,229255.6953
6/5/21,225955.0029
6/6/21,222668.1139
6/7/21,219409.6181
6/8/21,216164.6766
6/9/21,212939.0063
6/10/21,209742.1153
6/11/21,206560.3967
6/12/21,203406.7092
6/13/21,200279.0241
6/14/21,197167.9165
6/15/21,194094.4077
6/16/21,191042.3715
6/17/21,188011.5686
6/18/21,185021.5446
6/19/21,182050.597
6/20/21,179109.7896
6/21/21,176204.2271
6/22/21,173317.9529
6/23/21,170472.5794
6/24/21,167654.6171
6/25/21,164858.4025
6/26/21,162110.2697
6/27/21,159382.6127
6/28/21,156686.9028
6/29/21,154030.717
6/30/21,151395.4883
7/1/21,148803.3442
7/2/21,146239.3312
7/3/21,143700.9533
7/4/21,141209.3799
7/5/21,138736.3972
7/6/21,136306.0153
7/7/21,133905.6626
7/8/21,131529.3003
7/9/21,129201.4602
7/10/21,126892.1271
7/11/21,124623.3765
7/12/21,122386.5219
7/13/21,120171.963
7/14/21,118005.7164
7/15/21,115855.571
7/16/21,113749.7373
7/17/21,111669.5304
7/18/21,109617.3153
7/19/21,107606.1741
7/20/21,105610.7117
7/21/21,103663.9405
7/22/21,101736.1671
7/23/21,99841.11634
7/24/21,97980.82017
7/25/21,96138.12832
7/26/21,94341.35125
7/27/21,92555.31098
7/28/21,90817.52394
7/29/21,89093.85097
7/30/21,87407.14024
7/31/21,85744.51199
8/1/21,84107.91897
8/2/21,82504.96831
8/3/21,80917.50946
8/4/21,79372.83299
8/5/21,77838.05418
8/6/21,76347.60971
8/7/21,74865.08219
8/8/21,73424.15329
8/9/21,71994.17561
8/10/21,70601.55354
8/11/21,69222.75341
8/12/21,67877.22254
8/13/21,66548.22083
8/14/21,65248.56257
8/15/21,63967.97809
8/16/21,62712.97443
8/17/21,61479.42827
8/18/21,60267.86493
8/19/21,59081.19605
8/20/21,57914.02632
8/21/21,56766.09144
8/22/21,55644.10338
8/23/21,54534.82857
8/24/21,53456.57701
8/25/21,52384.91034
8/26/21,51348.96894
8/27/21,50313.86977
8/28/21,49318.83365
8/29/21,48323.79752
8/30/21,47363.76181
8/31/21,46408.24981
9/1/21,45481.38341
9/2/21,44564.04002
9/3/21,43670.7435
9/4/21,42792.47166
9/5/21,41922.75796
9/6/21,41084.26425
9/7/21,40245.77054
9/8/21,39438.38766
9/9/21,38638.0744
9/10/21,37852.94383
9/11/21,37089.25718
9/12/21,36326.06976
9/13/21,35597.50071
9/14/21,34868.93167
9/15/21,34161.0231
9/16/21,33466.10821
9/17/21,32778.07891
9/18/21,32115.40066
9/19/21,31452.72241
9/20/21,30816.68757
9/21/21,30186.76954
9/22/21,29560.45628
9/23/21,28963.63583
9/24/21,28366.81539
9/25/21,27782.73165
9/26/21,27217.39552
9/27/21,26652.05939
9/28/21,26107.68334
9/29/21,25572.28294
9/30/21,25036.88255
10/1/21,24529.81346
10/2/21,24022.86395
10/3/21,23523.79124
10/4/21,23043.87032
10/5/21,22563.9494
10/6/21,22099.09665
10/7/21,21644.84322
10/8/21,21190.5898
10/9/21,20758.38112
10/10/21,20329.10248
10/11/21,19900.75177
10/12/21,19495.72785
10/13/21,19090.70393
10/14/21,18690.12787
10/15/21,18308.05044
10/16/21,17925.97302
10/17/21,17551.47843
10/18/21,17191.10263
10/19/21,16830.72683
10/20/21,16480.7124
10/21/21,16140.85452
10/22/21,15800.99664
10/23/21,15473.94927
10/24/21,15153.48452
10/25/21,14833.01977
10/26/21,14527.51092
10/27/21,14225.37117
10/28/21,13923.23143
10/29/21,13638.18784
10/30/21,13353.64171
10/31/21,13069.61575
11/1/21,12801.94128
11/2/21,12534.26681
11/3/21,12268.02232
11/4/21,12016.24757
11/5/21,11764.47282
11/6/21,11514.93081
11/7/21,11278.13645
11/8/21,11041.34209
11/9/21,10807.48501
11/10/21,10584.80189
11/11/21,10362.11877
11/12/21,10142.98747
11/13/21,9933.594235
11/14/21,9724.200995
11/15/21,9518.891878
11/16/21,9322.012638
11/17/21,9125.133398
11/18/21,8932.840963
11/19/21,8747.860947
11/20/21,8562.880932
11/21/21,8382.234565
11/22/21,8208.561379
11/23/21,8034.888193
11/24/21,7865.265164
11/25/21,7702.219991
11/26/21,7539.174818
11/27/21,7379.914166
11/28/21,7226.857452
11/29/21,7073.800738
11/30/21,6924.279718
12/1/21,6780.609083
12/2/21,6636.938447
12/3/21,6496.570494
12/4/21,6361.718732
12/5/21,6226.86697
12/6/21,6095.099752
12/7/21,5968.532921
12/8/21,5841.96609
12/9/21,5718.342107
12/10/21,5599.72647
12/11/21,5481.110833
12/12/21,5364.262791
12/13/21,5253.266269
12/14/21,5142.269747
12/15/21,5031.943042
12/16/21,4928.081666
12/17/21,4824.22029
12/18/21,4720.358914
12/19/21,4622.883168
12/20/21,4525.703023
12/21/21,4428.522879
12/22/21,4336.457539
12/23/21,4245.532987
12/24/21,4154.608435
12/25/21,4067.663513
12/26/21,3982.595509
12/27/21,3897.527506
12/28/21,3815.427722
12/29/21,3735.842221
12/30/21,3656.25672
12/31/21,3578.800555
1/1/22,3504.495105
1/2/22,3430.189654
1/3/22,3356.267599
1/4/22,3287.035714
1/5/22,3217.803829
1/6/22,3148.571944
1/7/22,3082.877038
1/8/22,3018.37465
1/9/22,2953.872263
1/10/22,2891.222054
1/11/22,2831.128116
1/12/22,2771.034178
1/13/22,2711.32003
1/14/22,2655.33501
1/15/22,2599.349991
1/16/22,2543.364972
1/17/22,2490.308447
1/18/22,2438.152936
1/19/22,2385.997425
1/20/22,2335.401542
1/21/22,2286.814925
1/22/22,2238.228309
1/23/22,2190.017691
1/24/22,2144.871341
1/25/22,2099.72499
1/26/22,2054.578639
1/27/22,2011.221379
1/28/22,1969.381471
1/29/22,1927.541564
1/30/22,1885.701656
1/31/22,1846.843918
2/1/22,1808.069278
2/2/22,1769.294637
2/3/22,1731.669939
2/4/22,1695.736843
2/5/22,1659.803748
2/6/22,1623.870652
2/7/22,1590.140896
2/8/22,1556.841837
2/9/22,1523.542779
2/10/22,1490.898759
2/11/22,1460.041272
2/12/22,1429.183785
2/13/22,1398.326297
2/14/22,1369.053154
2/15/22,1340.458744
2/16/22,1311.864334
2/17/22,1283.557258
2/18/22,1257.141556
2/19/22,1230.725855
2/20/22,1204.310153
2/21/22,1178.464025
2/22/22,1154.138207
2/23/22,1129.812389
2/24/22,1105.486571
2/25/22,1081.956121
2/26/22,1059.555226
2/27/22,1037.15433
2/28/22,1014.753435
3/1/22,993.3344797
3/2/22,972.7065178
3/3/22,952.0785558
3/4/22,931.4505938
3/5/22,911.9566805
3/6/22,892.9616035
3/7/22,873.9665264
3/8/22,854.9714493
3/9/22,836.9161548
3/10/22,819.0463474